,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,Index of Multiple Deprivation Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop,priority_places_for_food_oct22_domain_supermarket_proximity,priority_places_for_food_oct22_domain_supermarket_accessibility,priority_places_for_food_oct22_domain_ecommerce_access,priority_places_for_food_oct22_domain_socio_demographic,priority_places_for_food_oct22_domain_nonsupermarket_proximity,priority_places_for_food_oct22_domain_food_for_families,priority_places_for_food_oct22_domain_fuel_poverty,priority_places_for_food_oct22_country,priority_places_for_food_oct22_country_denominator,priority_places_for_food_oct22_combined,Priority Places for Food Index: Supermarket proximity decile,Priority Places for Food Index: Supermarket accessibility decile,Priority Places for Food Index: Online supermarket delivery access decile,Priority Places for Food Index: Socio-demographic determinants of food insecurity decile,Priority Places for Food Index: Non-supermarket food retail proximity decile,Priority Places for Food Index: Need for further food support decile,Priority Places for Food Index: Fuel poverty decile,Priority Places for Food Index: Overall decile,AHAH_V3_0_ah3gp,AHAH_V3_0_ah3dent,AHAH_V3_0_ah3phar,AHAH_V3_0_ah3hosp,AHAH_V3_0_ah3blue,AHAH_V3_0_ah3gpas,AHAH_V3_0_ah3ffood,AHAH_V3_0_ah3gamb,AHAH_V3_0_ah3leis,AHAH_V3_0_ah3pubs,AHAH_V3_0_ah3tob,AHAH_V3_0_ah3no2,AHAH_V3_0_ah3so2,AHAH_V3_0_ah3pm10,AHAH_V3_0_ah3gp_rnk,AHAH_V3_0_ah3dent_rnk,AHAH_V3_0_ah3phar_rnk,AHAH_V3_0_ah3hosp_rnk,AHAH_V3_0_ah3leis_rnk,AHAH_V3_0_ah3gpas_rnk,AHAH_V3_0_ah3blue_rnk,AHAH_V3_0_ah3no2_rnk,AHAH_V3_0_ah3so2_rnk,AHAH_V3_0_ah3pm10_rnk,AHAH_V3_0_ah3gamb_rnk,AHAH_V3_0_ah3pubs_rnk,AHAH_V3_0_ah3tob_rnk,AHAH_V3_0_ah3ffood_rnk,AHAH_V3_0_ah3gp_pct,AHAH_V3_0_ah3dent_pct,AHAH_V3_0_ah3phar_pct,AHAH_V3_0_ah3hosp_pct,AHAH_V3_0_ah3leis_pct,AHAH_V3_0_ah3gpas_pct,AHAH_V3_0_ah3blue_pct,AHAH_V3_0_ah3no2_pct,AHAH_V3_0_ah3so2_pct,AHAH_V3_0_ah3pm10_pct,AHAH_V3_0_ah3gamb_pct,AHAH_V3_0_ah3pubs_pct,AHAH_V3_0_ah3tob_pct,AHAH_V3_0_ah3ffood_pct,AHAH_V3_0_ah3h,AHAH_V3_0_ah3g,AHAH_V3_0_ah3e,AHAH_V3_0_ah3r,AHAH_V3_0_ah3h_rnk,AHAH_V3_0_ah3g_rnk,AHAH_V3_0_ah3e_rnk,AHAH_V3_0_ah3r_rnk,AHAH_V3_0_ah3h_pct,AHAH_V3_0_ah3g_pct,AHAH_V3_0_ah3e_pct,AHAH_V3_0_ah3r_pct,AHAH_V3_0_ah3ahah,AHAH_V3_0_ah3ahah_rn,AHAH_V3_0_ah3ahah_pc,LSOA,Researcher initials (first),Coder initials (first),Date of data coding,Number of Images taken in the LSOA,Number of unique images taken in the LSOA,Number of dates photos taken across LSOA,Number of unique adverts in the LSOA,Number of unique advertising assets in the LSOA,Most common Advertising asset type in the LSOA,Number of different Advertising asset types in the LSOA,List of all the different Advertising asset types in the LSOA,Most common advert size in the LSOA,Number of different advert sizes in the LSOA,Number of different advertised product types in the LSOA,List of all the different Advertised product types in the LSOA,Number of different Products advertised in the LSOA,Most common Brand advertised in the LSOA,Number of different Brand advertised in the LSOA,List of all the different Brand advertised in the LSOA,Number of Products advertised with a price in the LSOA,Total price of Products advertised in the LSOA,Mean price of Products advertised in the LSOA,"Number of Products  with Fruit, Veg and Nut measure","Average percentage of products made up of fruit, vegetables and/or nuts across adverts in the LSOA",Count of adverts with a NPM status of fail,Count of adverts with a NPM status of pass,Count of adverts compliant with proposed healthy advertising policy restrictions,Count of adverts non-compliant with proposed healthy advertising policy restrictions
77,E01011346,Leeds 060D,Leeds 060D,670154.846874,4636.323224282716,1144,1,Leeds 060D,E08000035,Leeds,57.706,1144,1,0.314,1839,1,0.226,2018,1,67.964,928,1,1.399,1885,1,1.74,495,1,24.601,11529,4,25.848,11261,4,0.379,1873,1,0.28,5495,2,1.505,1026,1,0.514,1634,1,0.332,10296,4,0.729,11726,4,0.095,14976,5,0.893,4901,2,1853,439,962,452,953.0,12203,10188,955,1562,16306,11365,2054,E,32843,320,4,4,1,1,5,4,1,1,3.08755,2.65505,2.814,2.32,9.762863158,0.488723666,1.73415,1.8,4.80695,3.20545,3.74445,18.30034,2.585387,14.439865,20240,18104,24223,15033,18542,11829,38018,33810,40400,23664,32385,18488,28694,27700,48,43,58,36,44,28,91,81,96,56,77,44,68,66,-0.09977640364872482,0.38734970001358404,0.967251766734803,0.38191229857202413,19148,29899,35857,27757,46,72,86,67,27.51556725885129,32806,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,E01011347,Leeds 065B,Leeds 065B,192091.8681505,3432.326041935008,216,1,Leeds 065B,E08000035,Leeds,71.407,216,1,0.403,371,1,0.249,1307,1,80.148,285,1,1.052,3855,2,2.03,187,1,15.753,22006,7,75.803,28,1,0.43,952,1,0.28,5498,2,2.907,3,1,0.503,1978,1,-1.259,31323,10,1.542,8433,3,2.157,111,1,0.759,5981,2,1857,577,1103,177,1080.0,30761,27410,8458,255,24918,9960,907,E,32843,13992,10,9,3,1,8,4,1,5,1.75105,1.57,1.6303,1.73,6.818474627,0.191964418,0.5265,1.4541,2.659,0.72105,0.9148,23.64528,2.223378,15.15841,9245,8609,11834,10027,9134,40523,32070,38890,38017,27383,35295,38648,40793,39789,22,20,28,24,21,97,76,93,91,65,84,93,97,95,-0.7280006146105663,1.3154972290748752,1.0799184481678312,1.5379548542086967,7964,41301,36861,40010,20,99,89,96,51.51870937778046,41427,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,E01011348,Leeds 065C,Leeds 065C,464673.0107105,4673.07165343518,601,1,Leeds 065C,E08000035,Leeds,63.844,601,1,0.382,571,1,0.253,1220,1,66.791,1011,1,0.952,4591,2,1.932,267,1,17.284,20074,7,46.994,2452,1,0.437,860,1,0.31,4276,2,1.256,2059,1,0.543,907,1,-0.883,28793,9,1.669,8000,3,1.016,3754,2,0.996,4154,2,1685,516,952,217,944.25,29563,20864,955,586,24269,9542,624,E,32843,7494,10,7,1,1,8,3,1,3,2.46185,2.1205,2.1359,1.9359,7.365474627,0.398607671,0.72785,2.1775,3.255,1.01965,1.6029,22.908035,2.4632486666666664,15.312181666666667,15540,13687,17858,11803,11971,27050,33632,38484,39878,28141,29272,36192,38447,38024,37,32,42,28,28,64,80,92,95,67,70,87,92,91,-0.41792799240412765,0.6217919106223451,1.191424391953942,1.101162137228601,12890,34686,37851,37211,31,84,91,90,37.14491978710074,38881,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,E01011349,Leeds 065D,Leeds 065D,272201.848248,3607.3582359431775,2082,1,Leeds 065D,E08000035,Leeds,50.673,2082,1,0.302,2143,1,0.231,1873,1,53.626,2620,1,1.183,2962,1,0.681,6723,3,19.269,17549,6,42.044,3654,2,0.353,2538,1,0.305,4495,2,0.518,8629,3,0.553,724,1,-0.414,22739,7,1.52,8517,3,0.983,3985,2,0.601,7421,3,1875,396,1097,382,1132.75,25953,13923,955,579,24348,8817,3874,E,32843,3832,8,5,1,1,8,3,2,2,2.097,2.81,2.0795,2.097,4.730474627,0.399252325,2.321,2.396,2.6975,2.2655,3.8697,24.6316575,2.32617,15.6957525,12388,19292,17210,13202,9317,26952,24049,39331,38916,30149,27592,25029,28147,23067,29,46,41,31,22,64,57,94,93,72,66,60,67,55,-0.4177118306422548,0.2833175033349056,1.220599425933124,0.3134018261877773,12896,27413,38082,26552,31,66,92,64,27.076159552906958,32385,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,E01011350,Leeds 034A,Leeds 034A,365300.23903,4154.803676744407,23565,8,Leeds 034A,E08000035,Leeds,10.781,23565,8,0.052,25634,8,0.053,23689,8,2.144,30732,10,0.005,15920,5,0.637,7241,3,9.145,29388,9,24.297,12225,4,0.046,28100,9,0.117,17745,6,-1.142,30365,10,0.172,29410,9,-0.218,19541,6,-1.74,24601,8,0.396,10589,4,0.186,12328,4,1525,251,960,314,971.25,30151,21853,26601,21619,19363,6720,24222,E,32843,24618,10,7,9,7,6,3,8,8,2.2575,2.287,1.764,1.5425,7.512,0.475200355,1.329,1.595,1.55,1.329,1.665,17.0742125,1.94539325,13.6982325,13794,15157,13488,8259,3866,13866,34018,31907,34589,19947,34079,33417,38190,31649,33,36,32,19,9,33,81,76,82,47,81,80,91,76,-0.6841666725261513,0.2317922669294388,0.5386034264900295,0.9554517344004338,8590,26153,30575,35863,21,63,74,86,25.07912648576419,30137,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,E01011351,Leeds 034B,Leeds 034B,371731.3091715,3689.254331079636,19905,7,Leeds 034B,E08000035,Leeds,14.047,19905,7,0.08,19479,6,0.058,22054,7,1.493,31461,10,-0.149,18373,6,0.549,8413,3,7.193,30854,10,42.058,3650,2,0.11,18206,6,0.161,13092,4,-1.03,29610,10,0.109,31941,10,-0.467,23547,8,-1.675,24277,8,1.112,3024,1,0.183,12375,4,1681,180,1188,313,1205.75,28417,20313,29847,17369,18202,7935,22524,E,32843,22849,9,7,10,6,6,3,7,7,2.135,2.135,1.21,1.03,8.9175,0.42237246,1.175,1.03,1.03,0.7275,1.755,17.59779,2.0755315,13.9772825,12740,13822,6740,3453,1645,23024,36834,32775,36372,21281,38692,38595,37815,33336,30,33,16,8,3,55,88,78,87,51,92,92,90,80,-1.0157115836184336,0.6592820027013058,0.6498806401109679,1.2623103245347054,4619,35351,32203,38438,12,85,78,93,33.11128201639499,37077,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,E01011352,Leeds 034C,Leeds 034C,298819.4047,3594.8412976621585,15435,5,Leeds 034C,E08000035,Leeds,18.777,15435,5,0.106,15540,5,0.064,20344,7,4.299000000000002,28166,9,0.432,9920,4,0.508,8972,3,7.183,30861,10,49.517,1989,1,0.122,16800,6,0.282,5419,2,-0.445,23127,8,0.11,31912,10,-1.736,32522,10,-0.442,17563,6,1.302,1883,1,0.329,10365,4,1835,186,1356,293,1368.75,30505,24398,29847,12629,23685,7242,14117,E,32843,23647,10,8,10,4,8,3,5,8,1.3375,1.35,0.6425,0.7585,7.6663,0.281482846,0.705,0.97,0.97,0.3,1.405,17.04976,1.996797,13.77645,5345,6496,1166,1483,1439,37528,34378,31878,35339,20344,39119,40928,39156,38251,12,15,2,3,3,89,82,76,84,48,93,98,93,92,-1.5368057874879195,1.1038532895515711,0.5702351144492173,1.6319412147449683,1247,40500,31086,40337,3,98,75,97,43.764544132694525,40546,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,E01011353,Leeds 034D,Leeds 034D,387359.7170125,3907.1286278163834,28732,9,Leeds 034D,E08000035,Leeds,6.643,28732,9,0.037,29316,9,0.047,25610,8,1.582,31354,10,-0.629,25072,8,-0.164,19109,6,10.118,28489,9,27.107,10472,4,0.041,28906,9,0.058,27530,9,-1.033,29637,10,0.121,31663,10,-0.072,16938,6,-2.046,26019,8,0.493,9295,3,0.287,10923,4,1780,306,1157,317,1158.25,23559,10824,26601,26567,16888,8409,26716,E,32843,22413,8,4,9,9,6,3,9,7,1.8085,1.7999,1.8085,0.8675,9.394374627,0.472223938,1.8932,2.2485,2.4825,1.946,2.9285,17.59779,2.0755315,13.9772825,9794,10725,14017,2192,8285,14330,37554,32775,36372,21281,28703,27802,32413,26372,23,25,33,5,19,34,89,78,87,51,68,66,77,63,-0.8535172503718226,0.43898978862192994,0.6498806401109679,0.5043909103927547,6329,31058,32203,29884,16,75,78,72,23.865012125912635,28345,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,E01011354,Leeds 038A,Leeds 038A,252739.9279095,2850.805427944523,1401,1,Leeds 038A,E08000035,Leeds,55.493,1401,1,0.295,2352,1,0.22,2279,1,50.544,3158,1,1.045,3902,2,2.184,90,1,27.493,8841,3,44.139,3115,1,0.374,1971,1,0.256,6600,3,1.163,2616,1,0.449,4056,2,0.261,11342,4,1.613,8183,3,1.1,3113,1,0.457,8847,3,1419,373,895,151,871.25,25241,18631,8458,1528,15369,4888,606,E,32843,2361,8,6,3,1,5,2,1,1,3.0161,3.059,2.9686,2.0405,5.4895,0.490591645,1.0125,3.075,2.0405,2.202,3.075,17.098665,1.8939895,13.620015,19728,21039,25382,12725,6159,11560,27442,31975,33689,19595,22896,25577,31741,35069,47,50,60,30,14,27,65,76,80,46,54,61,76,84,-0.2680544481938415,-0.09289059631005392,0.5060708740093988,0.5284081645987829,15720,17761,30037,30294,38,43,72,73,20.184391662195463,21580,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,E01011355,Leeds 038B,Leeds 038B,591183.808182,4991.051347682524,3829,2,Leeds 038B,E08000035,Leeds,41.638,3829,2,0.225,5248,2,0.176,4605,2,28.155,9336,3,0.955,4574,2,1.851,355,1,11.857,26712,9,42.65,3494,2,0.242,7358,3,0.314,4135,2,0.416,9884,4,0.372,8851,3,-0.681,26594,9,0.2,14183,5,0.947,4285,2,0.764,5931,2,1405,339,826,240,828.25,21328,9365,8458,5677,19578,5432,2380,E,32843,1574,7,3,3,2,6,2,1,1,1.7546,2.808,1.7546,0.6552,5.0363,0.481770337,0.465,2.0799,0.779,2.6505,2.0799,18.4069525,2.09800625,14.06839,9277,19283,13377,958,778,12877,25440,33974,36620,21735,30063,22025,36344,40166,22,46,32,2,1,30,60,81,87,52,72,53,87,96,-1.0810003430719077,-0.11076248457935009,0.7028048458555308,0.8913851246516785,4008,17314,32898,35183,10,42,79,85,22.525458426350102,26133,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,E01011356,Leeds 042A,Leeds 042A,440559.15463,4668.269754010641,13442,5,Leeds 042A,E08000035,Leeds,21.148,13442,5,0.127,12849,4,0.097,13077,4,3.779,28789,9,0.058,15111,5,0.927,4164,2,9.848,28741,9,41.709,3739,2,0.125,16545,6,0.248,7000,3,-0.892,28485,9,0.2,27137,9,-0.93,29253,9,-0.042,15413,5,0.874,4958,2,0.87,5077,2,1945,302,1286,357,1304.25,26431,16127,26601,10629,23260,8042,9734,E,32843,13446,9,5,9,4,8,3,3,5,0.4075,0.9625,0.665,0.4825,8.147,0.453854382,1.1742,2.285,2.9375,1.6875,2.555,19.116222,2.2081714,14.33757,144,3147,1311,364,10484,17426,35451,34954,37817,23130,28402,30032,34174,33350,0,7,3,0,25,41,84,83,90,55,68,72,81,80,-1.8096481703245382,0.4131987457879924,0.8130665707043189,0.7003462459944135,522,30467,34203,32877,2,74,82,79,25.571015565914905,30768,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,E01011357,Leeds 038C,Leeds 038C,549550.576651,5448.021104695549,1503,1,Leeds 038C,E08000035,Leeds,54.727,1503,1,0.342,1178,1,0.242,1553,1,46.297,3899,2,0.745,6419,2,1.155,2497,1,23.66,12474,4,51.856,1600,1,0.392,1616,1,0.431,1349,1,1.089,3110,1,0.427,5154,2,-0.046,16477,6,1.686,7939,3,1.17,2637,1,1.004,4095,2,2029,509,1242,278,1220.25,15169,14569,955,725,24037,7615,233,E,32843,1133,5,5,1,1,8,3,1,1,1.63875,1.1925,1.11375,1.53525,7.865701493,0.467198045,1.29375,2.9125,3.79825,2.78125,3.70255,19.3209625,2.2001225,14.49711,8187,5084,5577,8187,14449,15184,34862,35210,37754,23960,23929,21130,28891,32011,19,12,13,19,34,36,83,84,90,57,57,50,69,76,-0.8762884923745384,0.3138356679250336,0.8353468661228779,0.35821258701241465,6071,28142,34435,27350,15,68,83,66,22.865793016367704,26729,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,E01011358,Leeds 042B,Leeds 042B,290157.6132275,2894.6214319618116,3183,1,Leeds 042B,E08000035,Leeds,44.396,3183,1,0.26,3608,2,0.204,2965,1,35.131,6713,3,0.655,7336,3,1.356,1520,1,17.259,20099,7,47.247,2402,1,0.296,4573,2,0.312,4212,2,0.875,4765,2,0.363,9616,3,-0.146,18284,6,0.506,12762,4,1.245,2165,1,0.273,11101,4,1515,314,889,312,899.25,25334,9055,8458,2615,21119,6837,2509,E,32843,2652,8,3,3,1,7,3,1,1,1.205,1.7025,1.29,1.0825,7.7826,0.48684895,1.5876,2.6575,2.976,2.07,3.475,19.14389,2.1466423333333333,14.45184,4169,9827,7660,3879,10665,12093,34655,34988,37158,23724,25648,26716,29921,29018,9,23,18,9,25,28,83,83,89,56,61,64,71,69,-0.9769755212289326,0.20099914444930256,0.796531450643149,0.433895292971721,5023,25377,34029,28618,13,61,82,69,21.89454665875961,25006,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,E01011359,Leeds 042C,Leeds 042C,393878.0653525,4434.808713067354,5365,2,Leeds 042C,E08000035,Leeds,36.531,5365,2,0.168,8948,3,0.126,8949,3,21.522,12844,4,0.785,6046,2,1.86,340,1,12.747,25704,8,57.769,884,1,0.177,11772,4,0.328,3649,2,0.612,7503,3,0.256,21051,7,-0.711,26958,9,0.465,12914,4,1.363,1621,1,0.983,4250,2,1893,404,1269,220,1256.5,20929,14760,6523,7784,24740,10709,5608,E,32843,4762,7,5,2,3,8,4,2,2,1.6358,0.4005,1.2673,0.9333,8.559174627,0.390882492,0.4825,1.1806,3.4654,3.2062,1.3637,20.493863333333334,2.3490876666666662,14.71165,8164,283,7401,2664,12962,28222,36273,36530,39109,25128,37488,18482,39316,40075,19,0,17,6,31,67,86,87,93,60,89,44,94,96,-1.2539252727180519,0.7900964550129317,0.9809760894761297,1.1141424015488703,2724,37409,35999,37294,7,90,87,90,36.07632294903162,38472,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,E01011360,Leeds 042D,Leeds 042D,231758.93729249996,3669.8163756259987,2345,1,Leeds 042D,E08000035,Leeds,48.864,2345,1,0.302,2130,1,0.21,2705,1,60.662,1671,1,0.708,6797,3,0.904,4348,2,17.407,19914,7,44.461,3031,1,0.233,7913,3,0.523,509,1,1.4,1375,1,0.481,2711,1,-0.642,26111,8,1.452,8753,3,0.893,4771,2,1.065,3698,2,2054,568,1254,232,1199.5,10026,23344,955,1669,25547,9314,2443,E,32843,2891,4,8,1,1,8,3,1,1,1.6625,1.05,0.9675,1.1575,6.888201493,0.31052193,1.0875,2.745,3.805,3.068,3.3751,20.951645,2.40189,14.86717,8392,3837,3884,4543,14482,36061,32270,36979,39506,25915,25016,19262,30367,34266,20,9,9,10,34,86,77,88,94,62,59,46,72,82,-1.022941123324128,0.9244970280236051,1.042772076813401,0.42029359420982315,4536,39047,36526,28402,11,94,88,69,33.32038628723517,37185,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,E01011361,Leeds 042E,Leeds 042E,406688.3040935,4474.331416152519,1544,1,Leeds 042E,E08000035,Leeds,54.328,1544,1,0.357,919,1,0.257,1132,1,45.805,3993,2,0.904,5021,2,0.969,3773,2,17.685,19547,6,42.147,3619,2,0.361,2327,1,0.505,610,1,1.007,3701,2,0.438,4564,2,-1.13,30668,10,1.902,7220,3,0.701,6776,3,1.291,2478,1,2440,609,1539,292,1495.25,15647,19994,955,352,25389,9627,185,E,32843,2469,5,7,1,1,8,3,1,1,1.2375,1.125,0.4775,0.995,7.030701493,0.327714145,0.6125,1.7125,2.9125,2.7075,2.4343,23.1248975,2.264593,15.151645,4452,4491,487,3158,10346,34982,32689,38584,38373,27335,33104,21618,34724,39106,10,10,1,7,24,83,78,92,91,65,79,52,83,94,-1.3735627468031386,0.8855335797219472,1.0793300399344712,0.8392138854430062,1979,38608,36855,34597,5,93,89,83,35.950558430956725,38430,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,E01011362,Leeds 081A,Leeds 081A,939739.5082705,5697.268272302653,2163,1,Leeds 081A,E08000035,Leeds,50.099,2163,1,0.27,3240,1,0.208,2768,1,54.817,2430,1,1.164,3079,1,1.361,1503,1,13.265,25097,8,47.488,2354,1,0.302,4288,2,0.384,2228,1,1.633,656,1,0.38,8250,3,-0.552,24825,8,0.359,13404,5,1.137,2846,1,0.689,6581,3,1938,417,1276,245,1299.0,29887,28142,8458,2684,19250,4812,3871,E,32843,10760,10,9,3,1,6,2,2,4,2.2765,2.3993,2.0725,2.2765,4.218294737,0.32010299,2.23315,2.0725,3.1648,1.43635,1.21965,17.971086,2.2746522,14.40015,13979,16113,17133,14673,11495,35503,21563,33346,38475,23446,30119,32403,39843,23683,33,38,41,35,27,85,51,79,92,56,72,78,95,56,-0.3838171569135193,0.540878128788644,0.8042589290339692,0.8029515499637065,13488,33131,34110,34195,33,80,82,82,29.9820330673394,35081,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,E01011363,Leeds 071E,Leeds 071E,1081396.1210735,5573.941531479365,134,1,Leeds 071E,E08000035,Leeds,73.67,134,1,0.409,330,1,0.293,533,1,78.65,343,1,1.657,965,1,1.372,1455,1,16.67,20843,7,59.248,752,1,0.513,261,1,0.359,2810,1,1.752,412,1,0.54,980,1,-0.845,28432,9,1.502,8573,3,1.43,1347,1,0.918,4711,2,1679,427,993,259,988.75,21981,17996,955,276,19516,4607,1010,E,32843,1380,7,6,1,1,6,2,1,1,1.230736842,2.5415,1.0416,1.0075,2.801263158,0.294444949,1.7469,1.2139,3.3226,1.2139,2.1298,19.843911428571428,2.3435917142857146,14.69179,4399,17240,4683,3274,12286,36892,13637,35837,39073,25005,37233,34481,36101,27593,10,41,11,7,29,88,32,85,93,59,89,83,86,66,-0.9283645008985552,0.37339824737021576,0.9503203721058641,0.9244037516148116,5518,29571,35690,35543,14,71,86,86,28.97201620491636,34233,83,E01011363,IW,VJ,2.0,94.0,82.0,1.0,91.0,65.0,1.0,9.0,[12.  4.  5. 10.  6.  1.  9.  8.  3.],2.0,3.0,5.0,[5. 1. 4. 3. 2.],65.0,Latimer Homes,55.0,"['Archive' 'Prime studios' ""Akbar's"" 'Financial Conduct Authority'
 ""Tu, Sainsbury's"" 'Sky Vegas' 'Barclays bank' '1Click'
 'Ideal Carpets & furniture' 'The Waste Team' 'Deep Heat ' 'Elonex'
 'Leeds Jazz Festival' 'TAM Events' 'High Performance Podcast'
 'The Grand Theatre & Opera House Leeds' 'Beat-Herder Festival'
 'Live at Leeds Festival' 'Henry Moore Institute'
 'Bradford Science Festival' 'Strata' 'Madri' 'British Army' 'Co-Op'
 'Pepsi' 'Maltesers' 'Vodafone' 'JD ' 'Lucozade' ""Al'fez"" 'Network Rail'
 'KFC' 'Halifax Bank' 'Rachelli' ""McDonald's"" 'Ministry of Justice'
 'JD Williams' 'Top Raw Leeds' 'Grant Cru' 'Omega stone' 'Subway'
 'Speakers for schools' '19 crimes' 'Debenhams.com' 'Labcorp' 'KP' 'BWS'
 nan 'Fleur Restaurant' 'Leeds International Festival' 'BT' 'Confetteria'
 'Ferrero Rocher' 'Townhall Batteries' 'Year of Culture' 'Latimer Homes']",12.0,64.22,4.01375,5.0,9.930625,9.0,6.0,6.0,8.0
95,E01011364,Leeds 085A,Leeds 085A,719576.448935,5884.24148778034,1934,1,Leeds 085A,E08000035,Leeds,51.6,1934,1,0.264,3435,2,0.204,2951,1,60.879,1645,1,1.209,2811,1,1.566,888,1,17.78,19435,6,43.976,3156,1,0.297,4508,2,0.333,3508,2,1.362,1545,1,0.49,2387,1,-1.079,30353,10,1.896,7235,3,0.818,5506,2,1.201,2946,1,2042,538,1269,235,1246.5,21415,15675,955,1954,20822,2593,2687,E,32843,1301,7,5,1,1,7,1,1,1,2.752,1.2175,1.05,1.5475,3.976738649,0.322144032,0.998992537,1.435,4.114925373,1.763402985,5.27,23.30643,2.5915805,15.92539,17824,5293,4793,8302,15833,35373,20243,38712,40424,31365,35441,29355,22844,35231,42,12,11,19,37,84,48,92,96,75,84,70,54,84,-0.7357573629518318,0.49456383819365785,1.3335423737044971,0.6747811807044586,7856,32241,38907,32510,19,78,94,78,32.422585584784514,36679,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,E01011366,Leeds 082A,Leeds 082A,714672.8944045,4369.644563272194,777,1,Leeds 082A,E08000035,Leeds,61.59,777,1,0.349,1034,1,0.245,1445,1,58.123,1956,1,0.953,4588,2,1.67,630,1,15.255,22681,7,65.844,249,1,0.396,1541,1,0.426,1421,1,1.296,1858,1,0.483,2660,1,-1.688,32460,10,1.523,8505,3,1.572,896,1,1.104,3477,2,1640,378,1016,246,1032.5,6057,26071,955,789,21537,1531,582,E,32843,1194,2,8,1,1,7,1,1,1,4.356268657,1.50875,1.4575,0.99125,3.53375,0.227349967,1.320631186,1.4575,3.61625,1.535951492,5.811335664,20.54227,2.404558,15.431515,27176,7980,9727,3134,13646,39573,17835,36591,39527,28745,35272,31473,21174,31736,65,19,23,7,32,94,42,87,94,68,84,75,50,76,-0.6201088030887926,0.7228820153826667,1.0901526358658833,0.607650428324504,9517,36453,36944,31538,23,88,89,76,32.65099652468454,36811,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,E01011368,Leeds 082C,Leeds 082C,142232.306616,2037.9686180423628,88,1,Leeds 082C,E08000035,Leeds,75.543,88,1,0.399,403,1,0.343,168,1,55.36,2340,1,1.641,1009,1,2.059,169,1,17.76,19453,6,66.645,201,1,0.422,1078,1,0.34,3292,2,1.145,2721,1,0.489,2423,1,-1.306,31505,10,1.984,6971,3,1.566,912,1,1.188,3006,1,1377,333,917,127,923.25,6048,24081,955,192,24611,391,31,E,32843,1142,2,8,1,1,8,1,1,1,3.147779851,0.715,0.48,1.352701493,3.0175,0.198148452,0.49,0.48,2.996455224,0.74125,4.8475,20.54227,2.404558,15.431515,20676,1448,492,6426,10755,40377,14869,36591,39527,28745,41394,38484,24367,40025,49,3,1,15,25,96,35,87,94,68,99,92,58,96,-1.1522970899954674,0.7390697987689268,1.0901526358658833,1.4450424561184376,3437,36742,36944,39565,9,89,89,95,39.87975491849103,39753,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
