,Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance,...1,Latitude,Longitude,file_path,LSOA_naming,lsoa_code,IMD_Q,LSOA_name
39,VJ,VJ,18/05/2023,E01011427,20230518_131239,18/05/2023,GH_EGSW_04_01,GH_EGSW_04,NA,NA,1,2,2,Pepsi Max (can),Pepsi,0,Clear Channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,0,0,0,0,1,0,0,0,0,0,0,0,53.8177182,-1.5151305,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011427_Q1_EasterlyGroveStWilfreds\20230518_131239.jpg,E01011427_Q1_EasterlyGroveStWilfreds,E01011427,Q1,EasterlyGroveStWilfreds
40,VJ,VJ,18/05/2023,E01011427,20230518_131239,18/05/2023,GH_EGSW_04_01,GH_EGSW_04,NA,NA,1,2,1,Pizza,Pepsi,0,Clear Channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1,0,53.8177182,-1.5151305,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011427_Q1_EasterlyGroveStWilfreds\20230518_131239.jpg,E01011427_Q1_EasterlyGroveStWilfreds,E01011427,Q1,EasterlyGroveStWilfreds
41,VJ,VJ,18/05/2023,E01011427,20230518_131826,18/05/2023,GH_EGSW_05_01,GH_EGSW_05,NA,NA,12,1,5,Fly Tipping,Leeds City Council,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.8176522,-1.5144555,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011427_Q1_EasterlyGroveStWilfreds\20230518_131826.jpg,E01011427_Q1_EasterlyGroveStWilfreds,E01011427,Q1,EasterlyGroveStWilfreds
42,IW,IW,23/05/2023,E01011662,IMG_4984,18/05/2023,KS_FMTB_01_01,KS_FMTB_01,NA,NA,3,3,5,Getaway Girls,Getaway Girls,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81620278,-1.476627778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011662_Q1_FoundryMillTerrBrooklands\IMG_4984.jpg,E01011662_Q1_FoundryMillTerrBrooklands,E01011662,Q1,FoundryMillTerrBrooklands
43,IW,IW,23/05/2023,E01011662,IMG_4985,18/05/2023,KS_FMTB_01_01,KS_FMTB_01,NA,NA,3,3,5,Home construction,Keepmoat Homes,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81625,-1.476505556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011662_Q1_FoundryMillTerrBrooklands\IMG_4985.jpg,E01011662_Q1_FoundryMillTerrBrooklands,E01011662,Q1,FoundryMillTerrBrooklands
44,IW,IW,23/05/2023,E01011662,IMG_4986,18/05/2023,KS_FMTB_02_01,KS_FMTB_02,NA,NA,3,3,5,Home construction,Strata,1,Strata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.817925,-1.475144444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011662_Q1_FoundryMillTerrBrooklands\IMG_4986.jpg,E01011662_Q1_FoundryMillTerrBrooklands,E01011662,Q1,FoundryMillTerrBrooklands
45,IW,IW,23/05/2023,E01011662,IMG_4989,18/05/2023,KS_FMTB_03_01,KS_FMTB_03,NA,NA,8,3,5,Home construction,Keepmoat Homes,1,Keepmoat Homes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.81651667,-1.475072222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011662_Q1_FoundryMillTerrBrooklands\IMG_4989.jpg,E01011662_Q1_FoundryMillTerrBrooklands,E01011662,Q1,FoundryMillTerrBrooklands
46,IW,IW,23/05/2023,E01011287,IMG_5123,19/05/2023,AY_SGVS_01_01,AY_SGVS_01,NA,NA,1,2,2,Pepsi Max (can),Pepsi,0,Clear Channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwmZejBhC_ARIsAGhCqnce1pETBmFoRRby8g3_KezS0CGOKRV7KuRmQD-Vn8Iagb1jFri9lKkaAncUEALw_wcB&gclsrc=aw.ds,0,0,0,0,1,0,0,0,0,0,0,0,53.80571111,-1.628422222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5123.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
47,IW,IW,23/05/2023,E01011287,IMG_5123,19/05/2023,AY_SGVS_01_01,AY_SGVS_01,NA,NA,1,2,1,Pizza,Pepsi,0,Clear Channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1,0,53.80571111,-1.628422222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5123.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
48,IW,IW,23/05/2023,E01011287,IMG_5124,19/05/2023,AY_SGVS_02_01,AY_SGVS_02,NA,NA,1,2,1,Forrero Rocher Confetteria Raffaello Icecream,Forrero Rocher,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/313515644,g,47,188,https://www.tesco.com/groceries/en-GB/products/313515644,3,https://www.tesco.com/groceries/en-GB/products/313515644,24.8,20.4,26.9,79.2,362,0,5.2,0,19,1,1,0,53.80566389,-1.628519444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5124.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
49,IW,IW,23/05/2023,E01011287,IMG_5124,19/05/2023,AY_SGVS_02_01,AY_SGVS_02,NA,NA,1,2,1,Forrero Rocher Classic Icecream,Forrero Rocher,0,Clear Channel,5,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,ml,70,280,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/312828235?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_All+Products_Online+Budget_1009392**312828235*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-f02aQxcJbs2vZGmvN8Fgq3oaRdqIbPkCTgtmjHqBBs3IOWBweBNMaAiV2EALw_wcB&gclsrc=aw.ds,27.8,14,26.2,70.8,390,0,5,0,17,1,1,0,53.80566389,-1.628519444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5124.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
50,IW,IW,23/05/2023,E01011287,IMG_5125,19/05/2023,AY_SGVS_03_01,AY_SGVS_03,NA,NA,1,2,2,Pepsi Max (can),Pepsi,0,Clear Channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,0,0,0,0,0.4,0,0,0,0,0,0,0,53.80592778,-1.632266667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5125.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
51,IW,IW,23/05/2023,E01011287,IMG_5125,19/05/2023,AY_SGVS_03_01,AY_SGVS_03,NA,NA,1,2,1,Pizza,Pepsi,0,Clear Channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1,0,53.80592778,-1.632266667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5125.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
52,IW,IW,23/05/2023,E01011287,IMG_5126,19/05/2023,AY_SGVS_04_01,AY_SGVS_04,NA,NA,1,2,1,McDonald's bacon sandwich,McDonald's,0,Clear Channel,3.39,McDonald's app,g,174,174,"FPS book, pg 14 bap, pg 54 bacon (x2), pg 83 ketchup sachet",2,https://www.mcdonalds.com/gb/en-gb/product/bacon-roll.html,5.29,1.61,4.25,505.75,190.8,1.26,12.07,0,2,0,0,0,53.80592778,-1.6322,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5126.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
53,IW,IW,23/05/2023,E01011287,IMG_5127,19/05/2023,AY_SGVS_05_01,AY_SGVS_05,NA,NA,9,1,5,Leeds International Festival of Ideas 2023,Leeds International Festival,0,City Ads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.80590833,-1.632491667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5127.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
54,IW,IW,23/05/2023,E01011287,IMG_5128,19/05/2023,AY_SGVS_06_01,AY_SGVS_06,NA,NA,9,1,5,Leeds International Festival of Ideas 2023,Leeds International Festival,0,City Ads,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.806,-1.633066667,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5128.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
55,IW,IW,23/05/2023,E01011287,IMG_5130,19/05/2023,AY_SGVS_07_01,AY_SGVS_07,NA,NA,1,2,2,Lucozade Pink Lemonade zero,Lucozade,0,Global,1.7,https://www.tesco.com/groceries/en-GB/products/292215645?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**292215645*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-t2X6e9Gk2X8CTPEnOoAehs-E1kpANDvzfggabThQqo9L1DRKgWE4aAhXVEALw_wcB&gclsrc=aw.ds,ml,500,500,https://www.tesco.com/groceries/en-GB/products/292215645?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**292215645*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-t2X6e9Gk2X8CTPEnOoAehs-E1kpANDvzfggabThQqo9L1DRKgWE4aAhXVEALw_wcB&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/292215645?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**292215645*&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF-t2X6e9Gk2X8CTPEnOoAehs-E1kpANDvzfggabThQqo9L1DRKgWE4aAhXVEALw_wcB&gclsrc=aw.ds,0,0,0.1,16,7,0,0,0,0,0,0,0,53.80641667,-1.636258333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5130.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
56,IW,IW,23/05/2023,E01011287,IMG_5131,19/05/2023,AY_SGVS_08_01,AY_SGVS_08,NA,NA,1,2,1,McDonald's bacon sandwich,McDonald's,0,Global,3.39,McDonald's app,g,174,174,"FPS book, pg 14 bap, pg 54 bacon (x2), pg 83 ketchup sachet",2,https://www.mcdonalds.com/gb/en-gb/product/bacon-roll.html,5.29,1.61,4.25,505.75,190.8,1.26,12.07,0,2,0,0,0,53.80640833,-1.636269444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5131.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
57,IW,IW,23/05/2023,E01011287,IMG_5132,19/05/2023,AY_SGVS_09_01,AY_SGVS_09,NA,NA,1,2,2,Pepsi Max (can),Pepsi,0,Clear Channel,0.95,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,ml,330,330,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,3,https://www.sainsburys.co.uk/gol-ui/product/pepsi-max-330ml?istCompanyId=1e096408-041f-4238-994e-a7cf46bf9413&istFeedId=689af7a8-5842-4d88-be59-1ee5688a81b5&istItemId=ptarpaiwr&istBid=t&&cmpid=cpc&utm_source=Google&utm_medium=cpc&utm_campaign=15424330555&utm_content=shopping&utm_term=%257bsku%257d&utm_custom1=129852755749&utm_custom2=759-449-0952&gclid=Cj0KCQjwjryjBhD0ARIsAMLvnF_W-UY4BU8TsXK2TQNYz81ir7OwDc3ZukLj-qLXyvPSUQ1wCM3PPRkaArQxEALw_wcB&gclsrc=aw.ds,0,0,0,0,0.4,0,0,0,0,0,0,0,53.80409722,-1.640030556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5132.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
58,IW,IW,23/05/2023,E01011287,IMG_5132,19/05/2023,AY_SGVS_09_02,AY_SGVS_09,NA,NA,1,2,1,Pizza,Pepsi,0,Clear Channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1,0,53.80409722,-1.640030556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5132.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
59,IW,IW,23/05/2023,E01011287,IMG_5129,19/05/2023,AY_SGVS_10_01,AY_SGVS_10,NA,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.80633889,-1.636197222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011287_Q3_SpringValleys\IMG_5129.JPG,E01011287_Q3_SpringValleys,E01011287,Q3,SpringValleys
60,VJ,VJ,23/05/2023,E01011694,20230519_143226,19/05/2023,WW_BPSC_01_01,WW_BPSC_01,NA,NA,1,2,3,Inch's medium apple cider,Inch's,0,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.8281378,-1.5836971,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011694_Q5_BeckettsParksStChads\20230519_143226.jpg,E01011694_Q5_BeckettsParksStChads,E01011694,Q5,BeckettsParksStChads
61,VJ,VJ,23/05/2023,E01011694,20230519_143215,19/05/2023,WW_BPSC_02_01,WW_BPSC_02,NA,NA,1,2,3,Inch's medium apple cider,Inch's,0,Clear Channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.8281681,-1.5838082,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011694_Q5_BeckettsParksStChads\20230519_143215.jpg,E01011694_Q5_BeckettsParksStChads,E01011694,Q5,BeckettsParksStChads
62,VJ,VJ,23/05/2023,E01011694,20230519_143902,19/05/2023,WW_BPSC_03_01,WW_BPSC_03,NA,NA,13,2,1,Peperoni pizza,Greggs,0,NA,0.85,https://thefoodxp.com/greggs-menu-prices/,g,172,172,https://www.greggs.co.uk/menu/product/pepperoni-pizza-1001171,1,https://www.greggs.co.uk/menu/product/pepperoni-pizza-1001171,19,7.1,3.2,340,358,0,13,0,14,1,1,0,53.8236201,-1.5803991,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011694_Q5_BeckettsParksStChads\20230519_143902.jpg,E01011694_Q5_BeckettsParksStChads,E01011694,Q5,BeckettsParksStChads
63,VJ,VJ,23/05/2023,E01011694,20230519_141822,19/05/2023,WW_BPSC_04_01,WW_BPSC_04,NA,NA,1,2,1,Burger King Cheeseburger,Burger King,0,Clear Channel,1.49,https://www.burgerking.co.uk/menu/section-a9b236a6-3898-4070-9c3b-d5396dd96590,g,118,118,"FPS book, burgerking cheeseburger pg 54",2,https://www.burgerking.co.uk/menu/item-item_1854,10.7,4.8,5,560,247.4,0,13.8,0,14,1,1,0,53.8241258,-1.5805681,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011694_Q5_BeckettsParksStChads\20230519_141822.jpg,E01011694_Q5_BeckettsParksStChads,E01011694,Q5,BeckettsParksStChads
64,VJ,VJ,23/05/2023,E01011694,20230519_141801,19/05/2023,WW_BPSC_05_01,WW_BPSC_05,NA,NA,1,2,5,B&Q,B&Q,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.8241158,-1.5805057,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011694_Q5_BeckettsParksStChads\20230519_141801.jpg,E01011694_Q5_BeckettsParksStChads,E01011694,Q5,BeckettsParksStChads
65,VJ,VJ,23/05/2023,E01011694,20230519_141755,19/05/2023,WW_BPSC_05_02,WW_BPSC_05,NA,NA,1,2,5,British Gas,British Gas,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.8240954,-1.5805141,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011694_Q5_BeckettsParksStChads\20230519_141755.jpg,E01011694_Q5_BeckettsParksStChads,E01011694,Q5,BeckettsParksStChads
66,VJ,VJ,23/05/2023,E01011694,20230519_141741,19/05/2023,WW_BPSC_05_03,WW_BPSC_05,NA,NA,1,2,5,MacMillan Cancer Support,MacMillan Cancer Support,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.8240861,-1.5804925,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011694_Q5_BeckettsParksStChads\20230519_141741.jpg,E01011694_Q5_BeckettsParksStChads,E01011694,Q5,BeckettsParksStChads
67,VJ,VJ,23/05/2023,E01011694,20230519_141731,19/05/2023,WW_BPSC_05_04,WW_BPSC_05,NA,NA,1,2,3,Jack Daniel's and Coca Cola pre-mixed can,Jack Daniels,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.8241059,-1.580489314,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011694_Q5_BeckettsParksStChads\20230519_141731.jpg,E01011694_Q5_BeckettsParksStChads,E01011694,Q5,BeckettsParksStChads
